subject,device,gap_samples,gap_s
subject107,hand,194,1.94
subject107,hand,29,0.29
subject107,hand,84,0.84
subject107,hand,102,1.02
subject107,hand,82,0.82
subject107,hand,222,2.22
subject107,hand,14,0.14
subject107,hand,11,0.11
subject107,hand,101,1.01
subject107,hand,116,1.16
subject107,hand,1,0.01
subject107,hand,69,0.69
subject107,hand,6,0.06
subject107,hand,88,0.88
subject107,hand,44,0.44
subject107,hand,81,0.81
subject107,hand,311,3.11
subject107,hand,201,2.01
subject107,hand,318,3.18
subject107,hand,340,3.4
subject107,hand,642,6.42
subject107,hand,230,2.3
subject107,hand,237,2.37
subject107,hand,293,2.93
subject107,hand,948,9.48
subject107,hand,133,1.33
subject107,hand,52,0.52
subject107,hand,141,1.41
subject107,hand,13,0.13
subject107,hand,66,0.66
subject107,hand,33,0.33
subject107,hand,20,0.2
subject107,hand,48,0.48
subject107,hand,11,0.11
subject107,hand,45,0.45
subject107,hand,48,0.48
subject107,hand,10,0.1
subject107,hand,32,0.32
subject107,hand,78,0.78
subject107,hand,117,1.17
subject107,hand,191,1.91
subject107,hand,115,1.15
subject107,hand,106,1.06
subject107,hand,21,0.21
subject107,hand,1,0.01
subject107,hand,24,0.24
subject107,hand,54,0.54
subject107,hand,27,0.27
subject107,hand,64,0.64
subject107,hand,13,0.13
subject107,hand,92,0.92
subject107,hand,16,0.16
subject107,hand,88,0.88
subject107,hand,12,0.12
subject107,hand,28,0.28
subject107,hand,67,0.67
subject107,hand,1,0.01
subject107,hand,5,0.05
subject107,hand,8,0.08
subject107,hand,1,0.01
subject107,hand,1,0.01
subject107,hand,11,0.11
subject107,hand,11,0.11
subject107,hand,2,0.02
subject107,hand,43,0.43
subject107,hand,11,0.11
subject107,hand,9,0.09
subject107,hand,3,0.03
subject107,hand,11,0.11
subject107,hand,16,0.16
subject107,hand,44,0.44
subject107,hand,7,0.07
subject107,hand,5,0.05
subject107,hand,42,0.42
subject107,hand,50,0.5
subject107,hand,4,0.04
subject107,hand,55,0.55
subject107,hand,56,0.56
subject107,hand,5,0.05
subject107,hand,12,0.12
subject107,hand,73,0.73
subject107,hand,14,0.14
subject107,hand,21,0.21
subject107,hand,19,0.19
subject107,hand,44,0.44
subject107,hand,1,0.01
subject107,hand,3,0.03
subject107,hand,1,0.01
subject107,hand,25,0.25
subject107,hand,21,0.21
subject107,hand,40,0.4
subject107,hand,3,0.03
subject107,hand,29,0.29
subject107,hand,1,0.01
subject107,hand,14,0.14
subject107,hand,1,0.01
subject107,hand,48,0.48
subject107,hand,11,0.11
subject107,hand,17,0.17
subject107,hand,3,0.03
subject107,hand,2,0.02
subject107,hand,3,0.03
subject107,hand,11,0.11
subject107,hand,49,0.49
subject107,hand,4,0.04
subject107,hand,7,0.07
subject107,hand,1,0.01
subject107,hand,15,0.15
subject107,hand,8,0.08
subject107,hand,47,0.47
subject107,hand,7,0.07
subject107,hand,2,0.02
subject107,hand,24,0.24
subject107,hand,25,0.25
subject107,hand,55,0.55
subject107,hand,5,0.05
subject107,hand,92,0.92
subject107,hand,6,0.06
subject107,hand,4,0.04
subject107,hand,5,0.05
subject107,hand,23,0.23
subject107,hand,12,0.12
subject107,hand,45,0.45
subject107,hand,14,0.14
subject107,hand,5,0.05
subject107,hand,6,0.06
subject107,hand,1,0.01
subject107,hand,2,0.02
subject107,hand,2,0.02
subject107,hand,24,0.24
subject107,hand,48,0.48
subject107,hand,3,0.03
subject107,hand,4,0.04
subject107,hand,95,0.95
subject107,hand,11,0.11
subject107,hand,7,0.07
subject107,hand,80,0.8
subject107,hand,5,0.05
subject107,hand,3,0.03
subject107,hand,8,0.08
subject107,hand,12,0.12
subject107,hand,2,0.02
subject107,hand,39,0.39
subject107,hand,2,0.02
subject107,hand,32,0.32
subject107,hand,5,0.05
subject107,hand,18,0.18
subject107,hand,2,0.02
subject107,hand,62,0.62
subject107,hand,75,0.75
subject107,hand,45,0.45
subject107,hand,5,0.05
subject107,hand,3,0.03
subject107,hand,76,0.76
subject107,hand,6,0.06
subject107,hand,9,0.09
subject107,hand,89,0.89
subject107,hand,1,0.01
subject107,hand,1,0.01
subject107,hand,1,0.01
subject107,hand,25,0.25
subject107,hand,9,0.09
subject107,hand,5,0.05
subject107,hand,85,0.85
subject107,hand,3,0.03
subject107,hand,1,0.01
subject107,hand,3,0.03
subject107,hand,2,0.02
subject107,hand,6,0.06
subject107,hand,53,0.53
subject107,hand,2,0.02
subject107,hand,1,0.01
subject107,hand,2,0.02
subject107,hand,1,0.01
subject107,hand,1,0.01
subject107,hand,6,0.06
subject107,hand,4,0.04
subject107,hand,7,0.07
subject107,hand,3,0.03
subject107,hand,12,0.12
subject107,hand,3,0.03
subject107,hand,40,0.4
subject107,hand,6,0.06
subject107,hand,2,0.02
subject107,hand,3,0.03
subject107,hand,1,0.01
subject107,hand,1,0.01
subject107,hand,3,0.03
subject107,hand,2,0.02
subject107,hand,1,0.01
subject107,hand,8,0.08
subject107,hand,1,0.01
subject107,hand,1,0.01
subject107,hand,1,0.01
subject107,hand,1,0.01
subject107,hand,47,0.47
subject107,hand,16,0.16
subject107,hand,1,0.01
subject107,hand,9,0.09
subject107,hand,73,0.73
subject107,hand,47,0.47
subject107,hand,12,0.12
subject107,hand,41,0.41
subject107,hand,1,0.01
subject107,hand,3,0.03
subject107,hand,1,0.01
subject107,hand,21,0.21
subject107,hand,78,0.78
subject107,hand,2,0.02
subject107,hand,2,0.02
subject107,hand,2,0.02
subject107,hand,34,0.34
subject107,hand,8,0.08
subject107,hand,41,0.41
subject107,hand,4,0.04
subject107,hand,2,0.02
subject107,hand,1,0.01
subject107,hand,26,0.26
subject107,hand,65,0.65
subject107,hand,2,0.02
subject107,hand,2,0.02
subject107,hand,1,0.01
subject107,hand,3,0.03
subject107,hand,1,0.01
subject107,hand,4,0.04
subject107,hand,16,0.16
subject107,hand,2,0.02
subject107,hand,98,0.98
subject107,hand,81,0.81
subject107,hand,5,0.05
subject107,hand,4,0.04
subject107,hand,7,0.07
subject107,hand,5,0.05
subject107,hand,69,0.69
subject107,hand,4,0.04
subject107,hand,2,0.02
subject107,hand,26,0.26
subject107,hand,65,0.65
subject107,hand,2,0.02
subject107,hand,20,0.2
subject107,hand,16,0.16
subject107,hand,7,0.07
subject107,hand,64,0.64
subject107,hand,18,0.18
subject107,hand,86,0.86
subject107,hand,7,0.07
subject107,hand,312,3.12
subject107,hand,32,0.32
subject107,hand,65,0.65
subject107,hand,6,0.06
subject107,hand,29,0.29
subject107,hand,113,1.13
subject107,hand,68,0.68
subject107,hand,35,0.35
subject107,hand,69,0.69
subject107,hand,104,1.04
subject107,hand,32,0.32
subject107,hand,58,0.58
subject107,hand,18,0.18
subject107,hand,5,0.05
subject107,hand,81,0.81
subject107,hand,42,0.42
subject107,hand,111,1.11
subject107,hand,106,1.06
subject107,hand,59,0.59
subject107,hand,350,3.5
subject107,hand,79,0.79
subject107,hand,452,4.52
subject107,hand,170,1.7
subject107,hand,21,0.21
subject107,hand,24,0.24
subject107,hand,60,0.6
subject107,hand,15,0.15
subject107,hand,6,0.06
subject107,hand,10,0.1
subject107,hand,92,0.92
subject107,hand,21,0.21
subject107,hand,6,0.06
subject107,hand,102,1.02
subject107,hand,105,1.05
subject107,hand,83,0.83
subject107,hand,5,0.05
subject107,hand,10,0.1
subject107,hand,5,0.05
subject107,hand,61,0.61
subject107,hand,12,0.12
subject107,hand,8,0.08
subject107,hand,23,0.23
subject107,hand,62,0.62
subject107,hand,14,0.14
subject107,hand,106,1.06
subject107,hand,2,0.02
subject107,hand,19,0.19
subject107,hand,14,0.14
subject107,hand,1,0.01
subject107,hand,32,0.32
subject107,hand,5,0.05
subject107,hand,1,0.01
subject107,hand,25,0.25
subject107,hand,1,0.01
subject107,hand,2,0.02
subject107,hand,3,0.03
subject107,hand,4,0.04
subject107,hand,3,0.03
subject107,hand,54,0.54
subject107,hand,2,0.02
subject107,hand,33,0.33
subject107,hand,14,0.14
subject107,hand,50,0.5
subject107,hand,23,0.23
subject107,hand,6,0.06
subject107,hand,7,0.07
subject107,hand,24,0.24
subject107,hand,42,0.42
subject107,hand,16,0.16
subject107,hand,9,0.09
subject107,hand,9,0.09
subject107,hand,3,0.03
subject107,hand,3,0.03
subject107,hand,180,1.8
subject107,hand,212,2.12
subject107,hand,113,1.13
subject107,hand,227,2.27
subject107,hand,228,2.28
subject107,hand,99,0.99
subject107,hand,96,0.96
subject107,hand,19,0.19
subject107,hand,65,0.65
subject107,hand,56,0.56
subject107,hand,74,0.74
subject107,hand,11,0.11
subject107,hand,14,0.14
subject107,hand,5,0.05
subject107,hand,53,0.53
subject107,hand,7,0.07
subject107,hand,2,0.02
subject107,hand,10,0.1
subject107,hand,9,0.09
subject107,hand,5,0.05
subject107,hand,175,1.75
subject107,hand,8,0.08
subject107,hand,93,0.93
subject107,hand,112,1.12
subject107,hand,207,2.07
subject107,hand,233,2.33
subject107,hand,23,0.23
subject107,hand,46,0.46
subject107,hand,109,1.09
subject107,hand,139,1.39
subject107,hand,91,0.91
subject107,hand,332,3.32
subject107,hand,131,1.31
subject107,hand,17,0.17
subject107,hand,52,0.52
subject107,hand,16,0.16
subject107,hand,136,1.36
subject107,hand,97,0.97
subject107,hand,195,1.95
subject107,hand,551,5.51
subject107,hand,788,7.88
subject107,hand,346,3.46
subject107,hand,274,2.74
subject107,hand,1173,11.73
subject107,hand,129,1.29
subject107,hand,4,0.04
subject107,hand,5032,50.32
subject107,hand,1104,11.04
subject107,hand,2093,20.93
subject107,hand,655,6.55
subject107,hand,2137,21.37
subject107,hand,9,0.09
subject107,hand,460,4.6
subject107,hand,983,9.83
subject107,hand,97,0.97
subject107,hand,77,0.77
subject107,hand,1,0.01
subject107,hand,530,5.3
subject107,hand,73,0.73
subject107,hand,678,6.78
subject107,hand,1392,13.92
subject107,hand,1126,11.26
subject107,hand,906,9.06
subject107,hand,5539,55.39
subject107,hand,1526,15.26
subject107,hand,657,6.57
subject107,hand,323,3.23
subject107,hand,453,4.53
subject107,hand,227,2.27
subject107,hand,255,2.55
subject107,hand,1166,11.66
subject107,hand,11879,118.79
subject107,hand,25220,252.2
subject107,hand,2289,22.89
subject107,hand,3352,33.52
subject107,hand,1712,17.12
subject107,hand,288,2.88
subject107,hand,61,0.61
subject107,hand,17,0.17
subject107,hand,71,0.71
subject107,hand,62,0.62
subject107,hand,2,0.02
subject107,hand,7,0.07
subject107,hand,69,0.69
subject107,hand,49,0.49
subject107,hand,2,0.02
subject107,hand,3,0.03
subject107,hand,2,0.02
subject107,hand,3,0.03
subject107,hand,3,0.03
subject107,hand,50,0.5
subject107,hand,5,0.05
subject107,hand,2,0.02
subject107,hand,56,0.56
subject107,hand,24,0.24
subject107,hand,42,0.42
subject107,hand,2,0.02
subject107,hand,12,0.12
subject107,hand,48,0.48
subject107,hand,2,0.02
subject107,hand,12,0.12
subject107,hand,1,0.01
subject107,hand,67,0.67
subject107,hand,2,0.02
subject107,hand,47,0.47
subject107,hand,4,0.04
subject107,hand,2,0.02
subject107,hand,55,0.55
subject107,hand,11,0.11
subject107,hand,76,0.76
subject107,hand,47,0.47
subject107,hand,2,0.02
subject107,hand,8,0.08
subject107,hand,1,0.01
subject107,hand,1,0.01
subject107,hand,66,0.66
subject107,hand,58,0.58
subject107,hand,82,0.82
subject107,hand,2,0.02
subject107,hand,1,0.01
subject107,hand,51,0.51
subject107,hand,16,0.16
subject107,hand,1,0.01
subject107,hand,48,0.48
subject107,hand,1,0.01
subject107,hand,5,0.05
subject107,hand,1,0.01
subject107,hand,1,0.01
subject107,hand,3,0.03
subject107,hand,2,0.02
subject107,hand,62,0.62
subject107,hand,1,0.01
subject107,hand,55,0.55
subject107,hand,14,0.14
subject107,hand,13,0.13
subject107,hand,43,0.43
subject107,hand,8,0.08
subject107,hand,1,0.01
subject107,hand,2,0.02
subject107,hand,1,0.01
subject107,hand,4,0.04
subject107,hand,45,0.45
subject107,hand,4,0.04
subject107,hand,3,0.03
subject107,hand,4,0.04
subject107,hand,3,0.03
subject107,hand,1,0.01
subject107,hand,44,0.44
subject107,hand,3,0.03
subject107,hand,4,0.04
subject107,hand,1,0.01
subject107,hand,1,0.01
subject107,hand,1,0.01
subject107,hand,1,0.01
subject107,hand,4,0.04
subject107,hand,1,0.01
subject107,hand,44,0.44
subject107,hand,1,0.01
subject107,hand,1,0.01
subject107,hand,1,0.01
subject107,hand,1,0.01
subject107,hand,1,0.01
subject107,hand,4,0.04
subject107,hand,4,0.04
subject107,hand,51,0.51
subject107,hand,3,0.03
subject107,hand,3,0.03
subject107,hand,4,0.04
subject107,hand,1,0.01
subject107,hand,61,0.61
subject107,hand,4,0.04
subject107,chest,1981,19.81
subject107,chest,30243,302.43
subject107,chest,18123,181.23
subject107,chest,6753,67.53
subject107,chest,9817,98.17
subject107,chest,8613,86.13
subject107,chest,13,0.13
subject107,chest,1737,17.37
subject107,chest,307,3.07
subject107,chest,2,0.02
subject107,chest,3591,35.91
subject107,chest,8804,88.04
subject107,chest,74,0.74
subject107,chest,18,0.18
subject107,chest,3616,36.16
subject107,chest,933,9.33
subject107,chest,5,0.05
subject107,chest,1680,16.8
subject107,chest,5089,50.89
subject107,chest,143,1.43
subject107,chest,484,4.84
subject107,chest,22328,223.28
subject107,chest,8413,84.13
subject107,chest,4,0.04
subject107,chest,517,5.17
subject107,chest,690,6.9
subject107,chest,18911,189.11
subject107,chest,1232,12.32
subject107,chest,10070,100.7
subject107,chest,855,8.55
subject107,chest,243,2.43
subject107,chest,493,4.93
subject107,chest,16784,167.84
subject107,chest,11061,110.61
subject107,chest,100,1.0
subject107,chest,40,0.4
subject107,chest,631,6.31
subject107,chest,7479,74.79
subject107,chest,347,3.47
subject107,chest,233,2.33
subject107,chest,2402,24.02
subject107,chest,406,4.06
subject107,chest,98,0.98
subject107,chest,2,0.02
subject107,chest,343,3.43
subject107,chest,686,6.86
subject107,chest,86,0.86
subject107,chest,18,0.18
subject107,chest,923,9.23
subject107,chest,29,0.29
subject107,chest,294,2.94
subject107,chest,2,0.02
subject107,chest,79,0.79
subject107,chest,208,2.08
subject107,chest,104,1.04
subject107,chest,53,0.53
subject107,chest,74,0.74
subject107,chest,4,0.04
subject107,chest,50,0.5
subject107,chest,2,0.02
subject107,chest,1,0.01
subject107,chest,13,0.13
subject107,chest,4,0.04
subject107,chest,21,0.21
subject107,chest,29,0.29
subject107,chest,1164,11.64
subject107,chest,417,4.17
subject107,chest,272,2.72
subject107,chest,314,3.14
subject107,chest,225,2.25
subject107,chest,1655,16.55
subject107,chest,118,1.18
subject107,chest,96,0.96
subject107,chest,258,2.58
subject107,chest,1,0.01
subject107,chest,74,0.74
subject107,chest,12,0.12
subject107,chest,15,0.15
subject107,chest,52,0.52
subject107,chest,12,0.12
subject107,chest,4,0.04
subject107,chest,10,0.1
subject107,chest,14,0.14
subject107,chest,63,0.63
subject107,chest,8,0.08
subject107,chest,11,0.11
subject107,chest,1,0.01
subject107,chest,3,0.03
subject107,chest,22,0.22
subject107,chest,56,0.56
subject107,chest,101,1.01
subject107,chest,9,0.09
subject107,chest,17,0.17
subject107,chest,81,0.81
subject107,chest,30,0.3
subject107,chest,519,5.19
subject107,chest,1047,10.47
subject107,chest,1,0.01
subject107,chest,42,0.42
subject107,chest,88,0.88
subject107,chest,79,0.79
subject107,chest,331,3.31
subject107,chest,468,4.68
subject107,chest,73,0.73
subject107,chest,860,8.6
subject107,chest,1044,10.44
subject107,chest,2715,27.15
subject107,chest,214,2.14
subject107,chest,87,0.87
subject107,chest,418,4.18
subject107,chest,1,0.01
subject107,chest,742,7.42
subject107,chest,203,2.03
subject107,chest,3,0.03
subject107,chest,11,0.11
subject107,chest,339,3.39
subject107,chest,178,1.78
subject107,chest,11,0.11
subject107,chest,200,2.0
subject107,chest,221,2.21
subject107,chest,2,0.02
subject107,chest,123,1.23
subject107,chest,1,0.01
subject107,chest,80,0.8
subject107,chest,322,3.22
subject107,chest,23,0.23
subject107,chest,409,4.09
subject107,chest,323,3.23
subject107,chest,91,0.91
subject107,chest,232,2.32
subject107,chest,76,0.76
subject107,chest,553,5.53
subject107,chest,320,3.2
subject107,chest,232,2.32
subject107,chest,500,5.0
subject107,chest,2125,21.25
subject107,chest,307,3.07
subject107,chest,227,2.27
subject107,chest,592,5.92
subject107,chest,1,0.01
subject107,chest,39,0.39
subject107,chest,1830,18.3
subject107,chest,242,2.42
subject107,chest,845,8.45
subject107,chest,2502,25.02
subject107,chest,4030,40.3
subject107,chest,257,2.57
subject107,chest,516,5.16
subject107,chest,9,0.09
subject107,chest,4295,42.95
subject107,chest,1625,16.25
subject107,chest,1126,11.26
subject107,chest,140,1.4
subject107,chest,1879,18.79
subject107,chest,226,2.26
subject107,chest,315,3.15
subject107,chest,7,0.07
subject107,chest,91,0.91
subject107,chest,1478,14.78
subject107,chest,1927,19.27
subject107,chest,253,2.53
subject107,chest,14,0.14
subject107,chest,224,2.24
subject107,chest,5,0.05
subject107,chest,12,0.12
subject107,chest,208,2.08
subject107,chest,2343,23.43
subject107,chest,4926,49.26
subject107,chest,109,1.09
subject107,chest,1094,10.94
subject107,chest,686,6.86
subject107,chest,653,6.53
subject107,chest,377,3.77
subject107,chest,5055,50.55
subject107,chest,33234,332.34
subject107,chest,1152,11.52
subject107,chest,3922,39.22
subject107,chest,1571,15.71
subject107,chest,204,2.04
subject107,chest,1,0.01
subject107,chest,575,5.75
subject107,chest,290,2.9
subject107,chest,1,0.01
subject107,chest,118,1.18
subject107,chest,166,1.66
subject107,chest,69,0.69
subject107,chest,212,2.12
subject107,ankle,2,0.02
subject107,ankle,1,0.01
subject107,ankle,14,0.14
subject107,ankle,1,0.01
subject107,ankle,2233,22.33
subject107,ankle,140,1.4
subject107,ankle,157,1.57
subject107,ankle,2145,21.45
subject107,ankle,26027,260.27
subject107,ankle,376,3.76
subject107,ankle,712,7.12
subject107,ankle,464,4.64
subject107,ankle,670,6.7
subject107,ankle,945,9.45
subject107,ankle,3736,37.36
subject107,ankle,13237,132.37
subject107,ankle,171,1.71
subject107,ankle,1104,11.04
subject107,ankle,31,0.31
subject107,ankle,5659,56.59
subject107,ankle,234,2.34
subject107,ankle,6162,61.62
subject107,ankle,9450,94.5
subject107,ankle,1317,13.17
subject107,ankle,123,1.23
subject107,ankle,778,7.78
subject107,ankle,1,0.01
subject107,ankle,3057,30.57
subject107,ankle,2021,20.21
subject107,ankle,9,0.09
subject107,ankle,3835,38.35
subject107,ankle,1214,12.14
subject107,ankle,168,1.68
subject107,ankle,5,0.05
subject107,ankle,11,0.11
subject107,ankle,325,3.25
subject107,ankle,19,0.19
subject107,ankle,1,0.01
subject107,ankle,3305,33.05
subject107,ankle,195,1.95
subject107,ankle,544,5.44
subject107,ankle,1820,18.2
subject107,ankle,857,8.57
subject107,ankle,327,3.27
subject107,ankle,251,2.51
subject107,ankle,475,4.75
subject107,ankle,27,0.27
subject107,ankle,1673,16.73
subject107,ankle,827,8.27
subject107,ankle,937,9.37
subject107,ankle,907,9.07
subject107,ankle,2317,23.17
subject107,ankle,57,0.57
subject107,ankle,3,0.03
subject107,ankle,3,0.03
subject107,ankle,73,0.73
subject107,ankle,1797,17.97
subject107,ankle,1,0.01
subject107,ankle,9,0.09
subject107,ankle,22,0.22
subject107,ankle,69,0.69
subject107,ankle,4,0.04
subject107,ankle,2919,29.19
subject107,ankle,24,0.24
subject107,ankle,2,0.02
subject107,ankle,542,5.42
subject107,ankle,211,2.11
subject107,ankle,383,3.83
subject107,ankle,2272,22.72
subject107,ankle,690,6.9
subject107,ankle,112,1.12
subject107,ankle,1331,13.31
subject107,ankle,416,4.16
subject107,ankle,474,4.74
subject107,ankle,2568,25.68
subject107,ankle,1604,16.04
subject107,ankle,325,3.25
subject107,ankle,1577,15.77
subject107,ankle,2463,24.63
subject107,ankle,673,6.73
subject107,ankle,139,1.39
subject107,ankle,1956,19.56
subject107,ankle,2007,20.07
subject107,ankle,321,3.21
subject107,ankle,86,0.86
subject107,ankle,824,8.24
subject107,ankle,272,2.72
subject107,ankle,378,3.78
subject107,ankle,130,1.3
subject107,ankle,2811,28.11
subject107,ankle,175,1.75
subject107,ankle,611,6.11
subject107,ankle,284,2.84
subject107,ankle,32,0.32
subject107,ankle,2364,23.64
subject107,ankle,77,0.77
subject107,ankle,585,5.85
subject107,ankle,900,9.0
subject107,ankle,1424,14.24
subject107,ankle,822,8.22
subject107,ankle,2114,21.14
subject107,ankle,425,4.25
subject107,ankle,10,0.1
subject107,ankle,734,7.34
subject107,ankle,71,0.71
subject107,ankle,47,0.47
subject107,ankle,2450,24.5
subject107,ankle,8714,87.14
subject107,ankle,1584,15.84
subject107,ankle,146,1.46
subject107,ankle,44,0.44
subject107,ankle,12,0.12
subject107,ankle,3,0.03
subject107,ankle,3306,33.06
subject107,ankle,636,6.36
subject107,ankle,3036,30.36
subject107,ankle,313,3.13
subject107,ankle,4177,41.77
subject107,ankle,1478,14.78
subject107,ankle,7737,77.37
subject107,ankle,1044,10.44
subject107,ankle,3767,37.67
subject107,ankle,3294,32.94
subject107,ankle,338,3.38
subject107,ankle,3900,39.0
subject107,ankle,755,7.55
subject107,ankle,1147,11.47
subject107,ankle,423,4.23
subject107,ankle,619,6.19
subject107,ankle,3352,33.52
subject107,ankle,97,0.97
subject107,ankle,867,8.67
subject107,ankle,350,3.5
subject107,ankle,205,2.05
subject107,ankle,291,2.91
subject107,ankle,468,4.68
subject107,ankle,2428,24.28
subject107,ankle,234,2.34
subject107,ankle,128,1.28
subject107,ankle,163,1.63
subject107,ankle,7,0.07
subject107,ankle,16,0.16
subject107,ankle,185,1.85
subject107,ankle,25,0.25
subject107,ankle,197,1.97
subject107,ankle,141,1.41
subject107,ankle,2949,29.49
subject107,ankle,248,2.48
subject107,ankle,288,2.88
subject107,ankle,109,1.09
subject107,ankle,326,3.26
subject107,ankle,109,1.09
subject107,ankle,83,0.83
subject107,ankle,101,1.01
subject107,ankle,17,0.17
subject107,ankle,156,1.56
subject107,ankle,127,1.27
subject107,ankle,203,2.03
subject107,ankle,138,1.38
subject107,ankle,76,0.76
subject107,ankle,1,0.01
subject107,ankle,292,2.92
subject107,ankle,106,1.06
subject107,ankle,131,1.31
subject107,ankle,282,2.82
subject107,ankle,24,0.24
subject107,ankle,66,0.66
subject107,ankle,215,2.15
subject107,ankle,174,1.74
subject107,ankle,56,0.56
subject107,ankle,5,0.05
subject107,ankle,63,0.63
subject107,ankle,318,3.18
subject107,ankle,184,1.84
subject107,ankle,75,0.75
subject107,ankle,458,4.58
subject107,ankle,19,0.19
subject107,ankle,397,3.97
subject107,ankle,280,2.8
subject107,ankle,30,0.3
subject107,ankle,227,2.27
subject107,ankle,189,1.89
subject107,ankle,209,2.09
subject107,ankle,163,1.63
subject107,ankle,283,2.83
subject107,ankle,103,1.03
subject107,ankle,81,0.81
subject107,ankle,10,0.1
subject107,ankle,118,1.18
subject107,ankle,399,3.99
subject107,ankle,137,1.37
subject107,ankle,271,2.71
subject107,ankle,7,0.07
subject107,ankle,60,0.6
subject107,ankle,66,0.66
subject107,ankle,201,2.01
subject107,ankle,53,0.53
subject107,ankle,62,0.62
subject107,ankle,62,0.62
subject107,ankle,12,0.12
subject107,ankle,114,1.14
subject107,ankle,78,0.78
subject107,ankle,37,0.37
subject107,ankle,91,0.91
subject107,ankle,89,0.89
subject107,ankle,97,0.97
subject107,ankle,112,1.12
subject107,ankle,116,1.16
subject107,ankle,6,0.06
subject107,ankle,1,0.01
subject107,ankle,1,0.01
subject107,ankle,78,0.78
subject107,ankle,103,1.03
subject107,ankle,21,0.21
subject107,ankle,294,2.94
subject107,ankle,117,1.17
subject107,ankle,122,1.22
subject107,ankle,300,3.0
subject107,ankle,750,7.5
subject107,ankle,296,2.96
subject107,ankle,210,2.1
subject107,ankle,24,0.24
subject107,ankle,1,0.01
subject107,ankle,416,4.16
subject107,ankle,86,0.86
subject107,ankle,11,0.11
subject107,ankle,92,0.92
subject107,ankle,29,0.29
subject107,ankle,392,3.92
subject107,ankle,218,2.18
subject107,ankle,379,3.79
subject107,ankle,81,0.81
subject107,ankle,21,0.21
subject107,ankle,281,2.81
subject107,ankle,86,0.86
subject107,ankle,267,2.67
subject107,ankle,161,1.61
subject107,ankle,595,5.95
subject107,ankle,280,2.8
subject107,ankle,193,1.93
subject107,ankle,968,9.68
subject107,ankle,157,1.57
subject107,ankle,387,3.87
subject107,ankle,300,3.0
subject107,ankle,415,4.15
subject107,ankle,24,0.24
subject107,ankle,105,1.05
subject107,ankle,10,0.1
subject107,ankle,59,0.59
subject107,ankle,145,1.45
subject107,ankle,97,0.97
subject107,ankle,32,0.32
subject107,ankle,64,0.64
subject107,ankle,14,0.14
subject107,ankle,229,2.29
subject107,ankle,66,0.66
subject107,ankle,231,2.31
subject107,ankle,23,0.23
subject107,ankle,100,1.0
subject107,ankle,186,1.86
subject107,ankle,16,0.16
subject107,ankle,75,0.75
subject107,ankle,241,2.41
subject107,ankle,11,0.11
subject107,ankle,141,1.41
subject107,ankle,24,0.24
subject107,ankle,40,0.4
subject107,ankle,91,0.91
subject107,ankle,88,0.88
subject107,ankle,242,2.42
subject107,ankle,17,0.17
subject107,ankle,92,0.92
subject107,ankle,4,0.04
subject107,ankle,106,1.06
subject107,ankle,67,0.67
subject107,ankle,367,3.67
subject107,ankle,70,0.7
subject107,ankle,349,3.49
subject107,ankle,74,0.74
subject107,ankle,7,0.07
subject107,ankle,16,0.16
subject107,ankle,90,0.9
subject107,ankle,75,0.75
subject107,ankle,26,0.26
subject107,ankle,91,0.91
subject107,ankle,123,1.23
subject107,ankle,232,2.32
subject107,ankle,1,0.01
subject107,ankle,14,0.14
subject107,ankle,22,0.22
subject107,ankle,29,0.29
subject107,ankle,152,1.52
subject107,ankle,101,1.01
subject107,ankle,299,2.99
subject107,ankle,121,1.21
subject107,ankle,5,0.05
subject107,ankle,318,3.18
subject107,ankle,81,0.81
subject107,ankle,12,0.12
subject107,ankle,195,1.95
subject107,ankle,208,2.08
subject107,ankle,19,0.19
subject107,ankle,234,2.34
subject107,ankle,274,2.74
subject107,ankle,22,0.22
subject107,ankle,84,0.84
subject107,ankle,13,0.13
subject107,ankle,215,2.15
subject107,ankle,89,0.89
subject107,ankle,22,0.22
subject107,ankle,210,2.1
subject107,ankle,79,0.79
subject107,ankle,134,1.34
subject107,ankle,4,0.04
subject107,ankle,304,3.04
subject107,ankle,61,0.61
subject107,ankle,15,0.15
subject107,ankle,77,0.77
subject107,ankle,35,0.35
subject107,ankle,105,1.05
subject107,ankle,10,0.1
subject107,ankle,217,2.17
subject107,ankle,1,0.01
subject107,ankle,33,0.33
subject107,ankle,37,0.37
subject107,ankle,453,4.53
subject107,ankle,110,1.1
subject107,ankle,2,0.02
subject107,ankle,189,1.89
subject107,ankle,100,1.0
subject107,ankle,111,1.11
subject107,ankle,101,1.01
subject107,ankle,234,2.34
subject107,ankle,299,2.99
subject107,ankle,31,0.31
subject107,ankle,56,0.56
subject107,ankle,149,1.49
subject107,ankle,110,1.1
subject107,ankle,97,0.97
subject107,ankle,317,3.17
subject107,ankle,304,3.04
subject107,ankle,226,2.26
subject107,ankle,86,0.86
subject107,ankle,221,2.21
subject107,ankle,28,0.28
subject107,ankle,73,0.73
subject107,ankle,176,1.76
subject107,ankle,46,0.46
subject107,ankle,13,0.13
subject107,ankle,79,0.79
subject107,ankle,46,0.46
subject107,ankle,69,0.69
subject107,ankle,122,1.22
subject107,ankle,16,0.16
subject107,ankle,311,3.11
subject107,ankle,39,0.39
subject107,ankle,63,0.63
subject107,ankle,88,0.88
subject107,ankle,16,0.16
subject107,ankle,110,1.1
subject107,ankle,291,2.91
subject107,ankle,77,0.77
