subject,imu,run_samples,run_s
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,2,0.02
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,5,0.05
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,21,0.21
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,6,0.06
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,2,0.02
subject108,hand,4,0.04
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,4,0.04
subject108,hand,2,0.02
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,5,0.05
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,5,0.05
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,21,0.21
subject108,hand,2,0.02
subject108,hand,6,0.06
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,4,0.04
subject108,hand,3,0.03
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,4,0.04
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,4,0.04
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,7,0.07
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,6,0.06
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,11,0.11
subject108,hand,8,0.08
subject108,hand,9,0.09
subject108,hand,19,0.19
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,3,0.03
subject108,hand,8,0.08
subject108,hand,1,0.01
subject108,hand,8,0.08
subject108,hand,9,0.09
subject108,hand,17,0.17
subject108,hand,8,0.08
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,8,0.08
subject108,hand,77,0.77
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,5,0.05
subject108,hand,3,0.03
subject108,hand,5,0.05
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,9,0.09
subject108,hand,4,0.04
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,5,0.05
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,10,0.1
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,9,0.09
subject108,hand,2,0.02
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,4,0.04
subject108,hand,2,0.02
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,4,0.04
subject108,hand,1,0.01
subject108,hand,4,0.04
subject108,hand,1,0.01
subject108,hand,16,0.16
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,4,0.04
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,4,0.04
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,4,0.04
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,3,0.03
subject108,hand,4,0.04
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,4,0.04
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,4,0.04
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,4,0.04
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,2,0.02
subject108,hand,3,0.03
subject108,hand,2,0.02
subject108,hand,2,0.02
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,8,0.08
subject108,hand,2,0.02
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,6,0.06
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,4,0.04
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,4,0.04
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,9,0.09
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,3,0.03
subject108,hand,2,0.02
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,3,0.03
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,2,0.02
subject108,hand,4,0.04
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,4,0.04
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,9,0.09
subject108,hand,3,0.03
subject108,hand,2,0.02
subject108,hand,3,0.03
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,6,0.06
subject108,hand,3,0.03
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,3,0.03
subject108,hand,2,0.02
subject108,hand,2,0.02
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,2,0.02
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,4,0.04
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,4,0.04
subject108,hand,3,0.03
subject108,hand,3,0.03
subject108,chest,1,0.01
subject108,chest,1,0.01
subject108,chest,1,0.01
subject108,chest,1,0.01
subject108,chest,1,0.01
subject108,chest,1,0.01
subject108,chest,1,0.01
subject108,chest,1,0.01
subject108,chest,1,0.01
subject108,chest,1,0.01
subject108,chest,3,0.03
subject108,chest,2,0.02
